index,poem
420,"aah jo dil se nikālī jā.egī 
kyā samajhte ho ki ḳhālī jā.egī 
is nazākat par ye shamshīr-e-jafā 
aap se kyūñkar sambhālī jā.egī 
kyā ġham-e-duniyā kā Dar mujh riñd ko 
aur ik botal chaḌhā lī jā.egī 
shaiḳh kī dāvat meñ mai kā kaam kyā 
ehtiyātan kuchh mañgā lī jā.egī 
yād-e-abrū meñ hai 'akbar' mahv yuuñ 
kab tirī ye kaj-ḳhayālī jā.egī"
421,"aaj ārā.ish-e-gesū-e-dotā hotī hai 
phir mirī jaan giraftār-e-balā hotī hai 
shauq-e-pā-bosī-e-jānāñ mujhe baaqī hai hanūz 
ghaas jo ugtī hai turbat pe hinā hotī hai 
phir kisī kaam kā baaqī nahīñ rahtā insāñ 
sach to ye hai ki mohabbat bhī balā hotī hai 
jo zamīñ kūcha-e-qātil meñ nikaltī hai na.ī 
vaqf vo bahr-e-mazār-e-shohadā hotī hai 
jis ne dekhī ho vo chitvan koī us se pūchhe 
jaan kyūñ-kar hadaf-e-tīr-e-qazā hotī hai 
naza.a kā vaqt burā vaqt hai ḳhāliq kī panāh 
hai vo saa.at ki qayāmat se sivā hotī hai 
ruuh to ek taraf hotī hai ruḳhsat tan se 
aarzū ek taraf dil se judā hotī hai 
ḳhud samajhtā huuñ ki rone se bhalā kyā hāsil 
par karūñ kyā yūñhī taskīn zarā hotī hai 
rauñdte phirte haiñ vo majma-e-aġhyār ke saath 
ḳhuub tauqīr-e-mazār-e-shohadā hotī hai 
murġh-e-bismil kī tarah loT gayā dil merā 
nigah-e-nāz kī tāsīr bhī kyā hotī hai 
naala kar lene deñ lillāh na chheḌeñ ahbāb 
zabt kartā huuñ to taklīf sivā hotī hai 
jism to ḳhaak meñ mil jaate hue dekhte haiñ 
ruuh kyā jaane kidhar jaatī hai kyā hotī hai 
huuñ fareb-e-sitam-e-yār kā qaa.il 'akbar' 
marte marte na khulā ye ki jafā hotī hai"
422,"āñkheñ mujhe talvoñ se vo malne nahīñ dete 
armān mire dil ke nikalne nahīñ dete 
ḳhātir se tirī yaad ko Talne nahīñ dete 
sach hai ki hamīñ dil ko sambhalne nahīñ dete 
kis naaz se kahte haiñ vo jhuñjhlā ke shab-e-vasl 
tum to hameñ karvaT bhī badalne nahīñ dete 
parvānoñ ne fānūs ko dekhā to ye bole 
kyuuñ ham ko jalāte ho ki jalne nahīñ dete 
hairān huuñ kis tarah karūñ arz-e-tamannā 
dushman ko to pahlū se vo Talne nahīñ dete 
dil vo hai ki fariyād se labrez hai har vaqt 
ham vo haiñ ki kuchh muñh se nikalne nahīñ dete 
garmi-e-mohabbat meñ vo haiñ aah se māne.a 
pañkhā nafas-e-sard kā jhalne nahīñ dete"
423,"agar dil vāqif-e-nairañgī-e-tab-e-sanam hotā 
zamāne kī do-rañgī kā use hargiz na ġham hotā 
ye pāband-e-musībat dil ke hāthoñ ham to rahte haiñ 
nahīñ to chain se kaTtī na dil hotā na ġham hotā 
unhīñ kī be-vafā.ī kā ye hai āThoñ-pahar sadma 
vahī hote jo qaabū meñ to phir kaahe ko ġham hotā 
lab-o-chashm-e-sanam gar dekhne paate kahīñ shā.ir 
koī shīrīñ-suḳhan hotā koī jādū-raqam hotā 
bahut achchhā huā aa.e na vo merī ayādat ko 
jo vo aate to ġhair aate jo ġhair aate to ġham hotā 
agar qabreñ nazar ātīñ na dārā-o-sikandar kī 
mujhe bhī ishtiyāq-e-daulat-o-jāh-o-hasham hotā 
liye jaatā hai josh-e-shauq ham ko rāh-e-ulfat meñ 
nahīñ to zo.af se dushvār chalnā do-qadam hotā 
na rahne paa.e dīvāroñ meñ rauzan shukr hai varna 
tumheñ to dil-lagī hotī ġharīboñ par sitam hotā"
424,"apne pahlū se vo ġhairoñ ko uThā hī na sake 
un ko ham qissa-e-ġham apnā sunā hī na sake 
zehan merā vo qayāmat ki do-ālam pe muhīt 
aap aaise ki mire zehan meñ aa hī na sake 
dekh lete jo unheñ to mujhe rakhte ma.azūr 
shaiḳh-sāhib magar us bazm meñ jā hī na sake 
aql mahñgī hai bahut ishq ḳhilāf-e-tahzīb 
dil ko is ahd meñ ham kaam meñ lā hī na sake 
ham to ḳhud chāhte the chain se baiTheñ koī dam 
aap kī yaad magar dil se bhulā hī na sake 
ishq kāmil hai usī kā ki patañgoñ kī tarah 
taab nazzāra-e-ma.asūq kī lā hī na sake 
dām-e-hastī kī bhī tarkīb ajab rakkhī hai 
jo phañse us meñ vo phir jaan bachā hī na sake 
maz.har-e-jalva-e-jānāñ hai har ik shai 'akbar' 
be-adab aañkh kisī samt uThā hī na sake 
aisī mantiq se to dīvāngī behtar 'akbar' 
ki jo ḳhāliq kī taraf dil ko jhukā hī na sake"
425,"apnī girah se kuchh na mujhe aap dījiye 
aḳhbār meñ to naam mirā chhāp dījiye 
dekho jise vo pionēr office meñ hai DaTā 
bahr-e-ḳhudā mujhe bhī kahīñ chhāp dījiye 
chashm-e-jahāñ se hālat-e-aslī chhupī nahīñ 
aḳhbār meñ jo chāhiye vo chhāp dījiye 
da.avā bahut baḌā hai riyāzī meñ aap ko 
tūl-e-shab-e-firāq ko to naap dījiye 
sunte nahīñ haiñ shaiḳh na.ī raushnī kī baat 
engine kī un ke kaan meñ ab bhaap dījiye 
is but ke dar pe ġhair se 'akbar' ne kah diyā 
zar hī maiñ dene laayā huuñ jaan aap dījiye"
426,"bahut rahā hai kabhī lutf-e-yār ham par bhī 
guzar chukī hai ye fasl-e-bahār ham par bhī 
urūs-e-dahr ko aayā thā pyaar ham par bhī 
ye besvā thī kisī shab nisār ham par bhī 
biThā chukā hai zamāna hameñ bhī masnad par 
huā kiye haiñ javāhir nisār ham par bhī 
adū ko bhī jo banāyā hai tum ne mahram-e-rāz 
to faḳhr kyā jo huā e'tibār ham par bhī 
ḳhatā kisī kī ho lekin khulī jo un kī zabāñ 
to ho hī jaate haiñ do ek vaar ham par bhī 
ham aise rind magar ye zamāna hai vo ġhazab 
ki Daal hī diyā duniyā kā baar ham par bhī 
hameñ bhī ātish-e-ulfat jalā chukī 'akbar' 
harām ho ga.ī dozaḳh kī naar ham par bhī"
427,"be-takalluf bosa-e-zulf-e-chalīpā lījiye 
naqd-e-dil maujūd hai phir kyuuñ na saudā lījiye 
dil to pahle le chuke ab jaan ke ḳhvāhāñ haiñ aap 
is meñ bhī mujh ko nahīñ inkār achchhā lījiye 
paañv pakaḌ kar kahtī hai zanjīr-e-zindāñ meñ raho 
vahshat-e-dil kā hai iimā rāh-e-sahrā lījiye 
ġhair ko to kar ke zid karte haiñ khāne meñ sharīk 
mujh se kahte haiñ agar kuchh bhuuk ho khā lījiye 
ḳhush-numā chīzeñ haiñ bāzār-e-jahāñ meñ be-shumār 
ek naqd-e-dil se yā-rab mol kyā kyā lījiye 
kushta āḳhir ātish-e-furqat se honā hai mujhe 
aur chande sūrat-e-sīmāb taḌpā lījiye 
fasl-e-gul ke aate hī 'akbar' hue behosh aap 
kholiye āñkhoñ ko sāhab jām-e-sahbā lījiye"
428,"bi.Thā.ī jā.eñgī parde meñ bībayāñ kab tak 
bane rahoge tum is mulk meñ miyāñ kab tak 
haram-sarā kī hifāzat ko teġh hī na rahī 
to kaam deñgī ye chilman kī tīliyāñ kab tak 
miyāñ se biibī haiñ parda hai un ko farz magar 
miyāñ kā ilm hī uTThā to phir miyāñ kab tak 
tabī.atoñ kā numū hai havā-e-maġhrib meñ 
ye ġhairateñ ye harārat ye garmiyāñ kab tak 
avaam bāñdh leñ dohar to third vānTar meñ 
second-o-first kī hoñ band khiḌkiyāñ kab tak 
jo muñh dikhā.ī kī rasmoñ pe hai musir iblīs 
chhupeñgī hazrat-e-havvā kī beTiyāñ kab tak 
janāb hazrat-e-'akbar' haiñ hāmī-e-parda 
magar vo kab tak aur un kī rubā.iyāñ kab tak"
429,"charḳh se kuchh umiid thī hī nahīñ 
aarzū maiñ ne koī kī hī nahīñ 
maz.habī bahas maiñ ne kī hī nahīñ 
fāltū aql mujh meñ thī hī nahīñ 
chāhtā thā bahut sī bātoñ ko 
magar afsos ab vo jī hī nahīñ 
jur.at-e-arz-e-hāl kyā hotī 
nazar-e-lutf us ne kī hī nahīñ 
is musībat meñ dil se kyā kahtā 
koī aisī misāl thī hī nahīñ 
aap kyā jāneñ qadr-e-yā-allāh 
jab musībat koī paḌī hī nahīñ 
shirk chhoḌā to sab ne chhoḌ diyā 
merī koī society hī nahīñ 
pūchhā 'akbar' hai aadmī kaisā 
hañs ke bole vo aadmī hī nahīñ"
430,"dard to maujūd hai dil meñ davā ho yā na ho 
bandagī hālat se zāhir hai ḳhudā ho yā na ho 
jhūmtī hai shāḳh-e-gul khilte haiñ ġhunche dam-ba-dam 
bā-asar gulshan meñ tahrīk-e-sabā ho yā na ho 
vajd meñ laate haiñ mujh ko bulbuloñ ke zamzame 
aap ke nazdīk bā-ma.anī sadā ho yā na ho 
kar diyā hai zindagī ne bazm-e-hastī meñ sharīk 
us kā kuchh maqsūd koī mudda.ā ho yā na ho 
kyuuñ civil-surgeon kā aanā roktā hai ham-nashīñ 
is meñ hai ik baat honour kī shifā ho yā na ho 
maulvī sāhib na chhoḌeñge ḳhudā go baḳhsh de 
gher hī leñge police vaale sazā ho yā na ho 
membarī se aap par to vārnish ho jā.egī 
qaum kī hālat meñ kuchh is se jilā ho yā na ho 
mo'tariz kyuuñ ho agar samjhe tumheñ sayyād dil 
aaise gesū huuñ to shubah daam kā ho yā na ho"
431,"dil-e-māyūs meñ vo shorisheñ barpā nahīñ hotīñ 
umīdeñ is qadar TūTīñ ki ab paidā nahīñ hotīñ 
mirī betābiyāñ bhī juzv haiñ ik merī hastī kī 
ye zāhir hai ki maujeñ ḳhārij az dariyā nahīñ hotīñ 
vahī pariyāñ haiñ ab bhī raajā indar ke akhāḌe meñ 
magar shahzāda-e-gulfām par shaidā nahīñ hotīñ 
yahāñ kī auratoñ ko ilm kī parvā nahīñ be-shak 
magar ye shauharoñ se apne be-parvā nahīñ hotīñ 
ta.alluq dil kā kyā baaqī maiñ rakkhūñ bazm-e-duniyā se 
vo dilkash sūrateñ ab anjuman-ārā nahīñ hotīñ 
huā huuñ is qadar afsurda rañg-e-bāġh-e-hastī se 
havā.eñ fasl-e-gul kī bhī nashāt-afzā nahīñ hotīñ 
qazā ke sāmne be-kār hote haiñ havās 'akbar' 
khulī hotī haiñ go āñkheñ magar biinā nahīñ hotīñ"
432,"dil ho ḳharāb diin pe jo kuchh asar paḌe 
ab kār-e-āshiqī to bahar-kaif kar paḌe 
ishq-e-butāñ kā diin pe jo kuchh asar paḌe 
ab to nibāhnā hai jab ik kaam kar paḌe 
maz.hab chhuḌāyā ishva-e-duniyā ne shaiḳh se 
dekhī jo rail uuñT se āḳhir utar paḌe 
betābiyāñ nasīb na thiiñ varna ham-nashīñ 
ye kyā zarūr thā ki unhīñ par nazar paḌe 
behtar yahī hai qasd udhar kā kareñ na vo 
aisā na ho ki raah meñ dushman kā ghar paḌe 
ham chāhte haiñ mel vajūd-o-adam meñ ho 
mumkin to hai jo beach meñ un kī kamar paḌe 
daanā vahī hai dil jo kare aap kā ḳhayāl 
biinā vahī nazar hai ki jo aap par paḌe 
honī na chāhiye thī mohabbat magar huī 
paḌnā na chāhiye thā ġhazab meñ magar paḌe 
shaitān kī na maan jo rāhat-nasīb ho 
allāh ko pukār musībat agar paḌe 
ai shaiḳh un butoñ kī ye chālākiyāñ to dekh 
nikle agar haram se to 'akbar' ke ghar paḌe"
433,"dil mirā jis se bahaltā koī aisā na milā 
but ke bande mile allāh kā bandā na milā 
bazm-e-yārāñ se phirī bād-e-bahārī māyūs 
ek sar bhī use āmāda-e-saudā na milā 
gul ke ḳhvāhāñ to nazar aa.e bahut itr-farosh 
tālib-e-zamzama-e-bulbul-e-shaidā na milā 
vaah kyā raah dikhā.ī hai hameñ murshid ne 
kar diyā kaabe ko gum aur kalīsā na milā 
rañg chehre kā to collage ne bhī rakkhā qaa.im 
rañg-e-bātin meñ magar baap se beTā na milā 
sayyad uTThe jo gazette le ke to lākhoñ laa.e 
shaiḳh qur.ān dikhāte phire paisā na milā 
hoshyāroñ meñ to ik ik se sivā haiñ 'akbar' 
mujh ko dīvānoñ meñ lekin koī tujh sā na milā"
434,"duniyā meñ huuñ duniyā kā talabgār nahīñ huuñ 
bāzār se guzrā huuñ ḳharīdār nahīñ huuñ 
zinda huuñ magar ziist kī lazzat nahīñ baaqī 
har-chand ki huuñ hosh meñ hushyār nahīñ huuñ 
is ḳhāna-e-hastī se guzar jā.ūñgā be-laus 
saaya huuñ faqat naqsh-ba-dīvār nahīñ huuñ 
afsurda huuñ ibrat se davā kī nahīñ hājat 
ġham kā mujhe ye zo.af hai bīmār nahīñ huuñ 
vo gul huuñ ḳhizāñ ne jise barbād kiyā hai 
uljhūñ kisī dāman se maiñ vo ḳhaar nahīñ huuñ 
yā rab mujhe mahfūz rakh us but ke sitam se 
maiñ us kī ināyat kā talabgār nahīñ huuñ 
go dāva-e-taqvā nahīñ dargāh-e-ḳhudā meñ 
but jis se hoñ ḳhush aisā gunahgār nahīñ huuñ 
afsurdagī o zo.af kī kuchh had nahīñ 'akbar' 
kāfir ke muqābil meñ bhī dīñ-dār nahīñ huuñ"
435,"falsafī ko bahs ke andar ḳhudā miltā nahīñ 
Dor ko suljhā rahā hai aur sirā miltā nahīñ 
ma.arifat ḳhāliq kī aalam meñ bahut dushvār hai 
shahr-e-tan meñ jab ki ḳhud apnā patā miltā nahīñ 
ġhāfiloñ ke lutf ko kaafī hai duniyāvī ḳhushī 
āqiloñ ko be-ġham-e-uqbā mazā miltā nahīñ 
kashti-e-dil kī ilāhī bahr-e-hastī meñ ho ḳhair 
nāḳhudā milte haiñ lekin bā-ḳhudā miltā nahīñ 
ġhāfiloñ ko kyā sunā.ūñ dāstān-e-ishq-e-yār 
sunñe vaale milte haiñ dard-āshnā miltā nahīñ 
zindagānī kā mazā miltā thā jin kī bazm meñ 
un kī qabroñ kā bhī ab mujh ko patā miltā nahīñ 
sirf zāhir ho gayā sarmāya-e-zeb-o-safā 
kyā ta.ajjub hai jo bātin bā-safā miltā nahīñ 
puḳhta tabaoñ par havādis kā nahīñ hotā asar 
kohsāroñ meñ nishān-e-naqsh-e-pā miltā nahīñ 
shaiḳh-sāhib barhaman se laakh barteñ dostī 
be-bhajan gaa.e to mandir se Tikā miltā nahīñ 
jis pe dil aayā hai vo shīrīñ-adā miltā nahīñ 
zindagī hai talḳh jiine kā mazā miltā nahīñ 
log kahte haiñ ki bad-nāmī se bachnā chāhiye 
keh do be us ke javānī kā mazā miltā nahīñ 
ahl-e-zāhir jis qadar chāheñ kareñ bahs-o-jidāl 
maiñ ye samjhā huuñ ḳhudī meñ to ḳhudā miltā nahīñ 
chal base vo din ki yāroñ se bharī thī anjuman 
haa.e afsos aaj sūrat-āshnā miltā nahīñ 
manzil-e-ishq-o-tavakkul manzil-e-ezāz hai 
shaah sab baste haiñ yaañ koī gadā miltā nahīñ 
baar taklīfoñ kā mujh par bār-e-ehsāñ se hai sahl 
shukr kī jā hai agar hājat-ravā miltā nahīñ 
chāñdnī rāteñ bahār apnī dikhātī haiñ to kyā 
be tire mujh ko to lutf ai mah-laqā miltā nahīñ 
ma.anī-e-dil kā kare iz.hār 'akbar' kis tarah 
lafz mauzūñ bahr-e-kashf-e-mudda.ā miltā nahīñ"
436,"gale lagā.eñ kareñ pyaar tum ko eid ke din 
idhar to aao mire gul-ezār eid ke din 
ġhazab kā husn hai ārā.isheñ qayāmat kī 
ayaañ hai qudrat-e-parvardigār eid ke din 
sambhal sakī na tabī.at kisī tarah merī 
rahā na dil pe mujhe iḳhtiyār eid ke din 
vo saal bhar se kudūrat bharī jo thī dil meñ 
vo duur ho ga.ī bas ek baar eid ke din 
lagā liyā unheñ siine se josh-e-ulfat meñ 
ġharaz ki aa hī gayā mujh ko pyaar eid ke din 
kahīñ hai naġhma-e-bulbul kahīñ hai ḳhanda-e-gul 
ayaañ hai josh-e-shabāb-e-bahār eid ke din 
sivayyāñ duudh shakar meva sab muhayyā hai 
magar ye sab hai mujhe nāgavār eid ke din 
mile agar lab-e-shīrīñ kā tere ik bosa 
to lutf ho mujhe albatta yaar eid ke din"
437,"ġhamza nahīñ hotā ki ishārā nahīñ hotā 
aañkh un se jo miltī hai to kyā kyā nahīñ hotā 
jalva na ho ma.anī kā to sūrat kā asar kyā 
bulbul gul-e-tasvīr kā shaidā nahīñ hotā 
allāh bachā.e maraz-e-ishq se dil ko 
sunte haiñ ki ye āriza achchhā nahīñ hotā 
tashbīh tire chehre ko kyā duuñ gul-e-tar se 
hotā hai shagufta magar itnā nahīñ hotā 
maiñ naza.a meñ huuñ aa.eñ to ehsān hai un kā 
lekin ye samajh leñ ki tamāshā nahīñ hotā 
ham aah bhī karte haiñ to ho jaate haiñ badnām 
vo qatl bhī karte haiñ to charchā nahīñ hotā"
438,"hāl-e-dil maiñ sunā nahīñ saktā 
lafz ma.anā ko pā nahīñ saktā 
ishq nāzuk-mizāj hai behad 
aql kā bojh uThā nahīñ saktā 
hosh aarif kī hai yahī pahchān 
ki ḳhudī meñ samā nahīñ saktā 
poñchh saktā hai ham-nashīñ aañsū 
dāġh-e-dil ko miTā nahīñ saktā 
mujh ko hairat hai us kī qudrat par 
alam us ko ghaTā nahīñ saktā"
439,"halqe nahīñ haiñ zulf ke halqe haiñ jaal ke 
haañ ai nigāh-e-shauq zarā dekh-bhāl ke 
pahuñche haiñ tā-kamar jo tire gesū-e-rasā 
ma.anī ye haiñ kamar bhī barābar hai baal ke 
bos-o-kanār-o-vasl-e-hasīnāñ hai ḳhuub shaġhl 
kamtar buzurg hoñge ḳhilāf is ḳhayāl ke 
qāmat se tere sāne-e-qudrat ne ai hasīñ 
dikhlā diyā hai hashr ko sāñche meñ Dhaal ke 
shān-e-dimāġh ishq ke jalve se ye baḌhī 
rakhtā hai hosh bhī qadam apne sambhāl ke 
zīnat muqaddama hai musībat kā dahr meñ 
sab sham.a ko jalāte haiñ sāñche meñ Dhaal ke 
hastī ke haq ke sāmne kyā asl-e-īn-o-āñ 
putle ye sab haiñ aap ke vahm-o-ḳhayāl ke 
talvār le ke uThtā hai har tālib-e-faroġh 
daur-e-falak meñ haiñ ye ishāre hilāl ke 
pechīda zindagī ke karo tum muqaddame 
dikhlā hī degī maut natīja nikāl ke"
440,"hañgāma hai kyuuñ barpā thoḌī sī jo pī lī hai 
Daakā to nahīñ maarā chorī to nahīñ kī hai 
nā-tajraba-kārī se vaa.iz kī ye haiñ bāteñ 
is rañg ko kyā jaane pūchho to kabhī pī hai 
us mai se nahīñ matlab dil jis se hai begāna 
maqsūd hai us mai se dil hī meñ jo khiñchtī hai 
ai shauq vahī mai pī ai hosh zarā so jā 
mehmān-e-nazar is dam ek barq-e-tajallī hai 
vaañ dil meñ ki sadme do yaañ jī meñ ki sab sah lo 
un kā bhī ajab dil hai merā bhī ajab jī hai 
har zarra chamaktā hai anvār-e-ilāhī se 
har saañs ye kahtī hai ham haiñ to ḳhudā bhī hai 
sūraj meñ lage dhabbā fitrat ke karishme haiñ 
but ham ko kaheñ kāfir allāh kī marzī hai 
ta.alīm kā shor aisā tahzīb kā ġhul itnā 
barakat jo nahīñ hotī niyyat kī ḳharābī hai 
sach kahte haiñ shaiḳh 'akbar' hai tā.at-e-haq lāzim 
haañ tark-e-mai-o-shāhid ye un kī buzurgī hai"
441,"har qadam kahtā hai tū aayā hai jaane ke liye 
manzil-e-hastī nahīñ hai dil lagāne ke liye 
kyā mujhe ḳhush aa.e ye hairat-sarā-e-be-sabāt 
hosh uḌne ke liye hai jaan jaane ke liye 
dil ne dekhā hai bisāt-e-quvvat-e-idrāk ko 
kyā baḌhe is bazm meñ āñkheñ uThāne ke liye 
ḳhuub ummīdeñ bañdhīñ lekin huiiñ hirmāñ nasīb 
badliyāñ uTThīñ magar bijlī girāne ke liye 
saañs kī tarkīb par miTTī ko pyaar aa hī gayā 
ḳhud huī qaid us ko siine se lagāne ke liye 
jab kahā maiñ ne bhulā do ġhair ko hañs kar kahā 
yaad phir mujh ko dilānā bhuul jaane ke liye 
dīda-bāzī vo kahāñ āñkheñ rahā kartī haiñ band 
jaan hī baaqī nahīñ ab dil lagāne ke liye 
mujh ko ḳhush aa.ī hai mastī shaiḳh jī ko farbahī 
maiñ huuñ piine ke liye aur vo haiñ khāne ke liye 
allāh allāh ke sivā āḳhir rahā kuchh bhī na yaad 
jo kiyā thā yaad sab thā bhuul jaane ke liye 
sur kahāñ ke saaz kaisā kaisī bazm-e-sāma.īn 
josh-e-dil kaafī hai 'akbar' taan uḌāne ke liye"
442,"havā-e-shab bhī hai ambar-afshāñ uruuj bhī hai mah-e-mubīñ kā 
nisār hone kī do ijāzat mahal nahīñ hai nahīñ nahīñ kā 
agar ho zauq-e-sujūd paidā sitāra ho auj par jabīñ kā 
nishān-e-sajda zamīn par ho to faḳhr hai vo ruḳh-e-zamīñ kā 
sabā bhī us gul ke paas aa.ī to mere dil ko huā ye khaTkā 
koī shagūfa na ye khilā.e payām laa.ī na ho kahīñ kā 
na mehr o mah par mirī nazar hai na lāla-o-gul kī kuchh ḳhabar hai 
faroġh-e-dil ke liye hai kaafī tasavvur us rū-e-ātishīñ kā 
na ilm-e-fitrat meñ tum ho māhir na zauq-e-tā.at hai tum se zāhir 
ye be-usūlī bahut burī hai tumheñ na rakkhegī ye kahīñ kā"
443,"hayā se sar jhukā lenā adā se muskurā denā 
hasīnoñ ko bhī kitnā sahl hai bijlī girā denā 
ye tarz ehsān karne kā tumhīñ ko zeb detā hai 
maraz meñ mubtalā kar ke marīzoñ ko davā denā 
balā.eñ lete haiñ un kī ham un par jaan dete haiñ 
ye saudā diid ke qābil hai kyā lenā hai kyā denā 
ḳhudā kī yaad meñ mahviyat-e-dil bādshāhī hai 
magar āsāñ nahīñ hai saarī duniyā ko bhulā denā"
444,"huuñ maiñ parvāna magar sham.a to ho raat to ho 
jaan dene ko huuñ maujūd koī baat to ho 
dil bhī hāzir sar-e-taslīm bhī ḳham ko maujūd 
koī markaz ho koī qibla-e-hājāt to ho 
dil to bechain hai iz.hār-e-irādat ke liye 
kisī jānib se kuchh iz.hār-e-karāmāt to ho 
dil-kushā bāda-e-sāfī kā kise zauq nahīñ 
bātin-afroz koī pīr-e-ḳharābāt to ho 
guftanī hai dil-e-pur-dard kā qissa lekin 
kis se kahiye koī mustafsir-e-hālāt to ho 
dāstān-e-ġham-e-dil kaun kahe kaun sune 
bazm meñ mauqa-e-iz.hār-e-ḳhayālāt to ho 
vaade bhī yaad dilāte haiñ gile bhī haiñ bahut 
vo dikhā.ī bhī to deñ un se mulāqāt to ho 
koī vaa.iz nahīñ fitrat se balāġhat meñ sivā 
magar insān meñ kuchh fahm-e-ishārāt to ho"
445,"ik bosa dījiye mirā īmān lījiye 
go but haiñ aap bahr-e-ḳhudā maan lījiye 
dil le ke kahte haiñ tirī ḳhātir se le liyā 
ulTā mujhī pe rakhte haiñ ehsān lījiye 
ġhairoñ ko apne haath se hañs kar khilā diyā 
mujh se kabīda ho ke kahā paan lījiye 
marnā qubūl hai magar ulfat nahīñ qubūl 
dil to na dūñgā aap ko maiñ jaan lījiye 
hāzir huā karūñgā maiñ akasr huzūr meñ 
aaj achchhī tarah se mujhe pahchān lījiye"
446,"ishq-e-but meñ kufr kā mujh ko adab karnā paḌā 
jo barhaman ne kahā āḳhir vo sab karnā paḌā 
sabr karnā furqat-e-mahbūb meñ samjhe the sahl 
khul gayā apnī samajh kā haal jab karnā paḌā 
tajrabe ne hubb-e-duniyā se sikhāyā ehtirāz 
pahle kahte the faqat muñh se aur ab karnā paḌā 
shaiḳh kī majlis meñ bhī muflis kī kuchh pursish nahīñ 
diin kī ḳhātir se duniyā ko talab karnā paḌā 
kyā kahūñ be-ḳhud huā maiñ kis nigāh-e-mast se 
aql ko bhī merī hastī kā adab karnā paḌā 
iqtizā fitrat kā ruktā hai kahīñ ai ham-nashīñ 
shaiḳh-sāhib ko bhī āḳhir kār-e-shab karnā paḌā 
ālam-e-hastī ko thā madd-e-nazar katmān-e-rāz 
ek shai ko dūsrī shai kā sabab karnā paḌā 
sher ġhairoñ ke use mutlaq nahīñ aa.e pasand 
hazrat-e-'akbar' ko bil-āḳhir talab karnā paḌā"
447,"jab yaas huī to aahoñ ne siine se nikalnā chhoḌ diyā 
ab ḳhushk-mizāj āñhkeñ bhī huiiñ dil ne bhī machalnā chhoḌ diyā 
navak-faganī se zālim kī jañgal meñ hai ik sannāTā sā 
murġhān-e-ḳhush-alhāñ ho ga.e chup aahū ne uchhalnā chhoḌ diyā 
kyuuñ kibr-o-ġhurūr is daur pe hai kyuuñ dost falak ko samjhā hai 
gardish se ye apnī baaz aayā yā rañg badalnā chhoḌ diyā 
badlī vo havā guzrā vo samāñ vo raah nahīñ vo log nahīñ 
tafrīh kahāñ aur sair kujā ghar se bhī nikalnā chhoḌ diyā 
vo soz-o-gudāz us mahfil meñ baaqī na rahā andher huā 
parvānoñ ne jalnā chhoḌ diyā sham.oñ ne pighalnā chhoḌ diyā 
har gaam pe chand āñhkeñ nigarāñ har moḌ pe ik licence-talab 
us park meñ āḳhir ai 'akbar' maiñ ne to Tahalnā chhoḌ diyā 
kyā diin ko quvvat deñ ye javāñ jab hausla-afzāñ koī nahīñ 
kyā hosh sambhāleñ ye laḌke ḳhud us ne sambhalnā chhoḌ diyā 
iqbāl musā.id jab na rahā rakkhe ye qadam jis manzil meñ 
ashjār se saaya duur huā chashmoñ ne ubalnā chhoḌ diyā 
allāh kī raah ab tak hai khulī āsār-o-nishāñ sab qaa.em haiñ 
allāh ke bandoñ ne lekin us raah meñ chalnā chhoḌ diyā 
jab sar meñ havā-e-tā.at thī sarsabz shajar ummīd kā thā 
jab sar-sar-e-isyāñ chalne lagī is peḌ ne phalnā chhoḌ diyā 
us hūr-laqā ko ghar laa.e ho tum ko mubārak ai 'akbar' 
lekin ye qayāmat kī tum ne ghar se jo nikalnā chhoḌ diyā"
